S01	NONE	WIDE 16:9 scene: Gwanghwamun Gate plaza in modern Seoul at golden misty dawn, the great seated BRONZE statue of King Sejong the Great (dark patina bronze, NOT gold), an aerial sweep gliding across the plaza toward the statue, majestic and reverent. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S02	sejong_film/anim/sejong_child.png	Using the uploaded reference of young boy prince Chungnyeong (child Sejong), SAME boyish face, child hanbok and small black hat as the strict identity guide. Draw a WIDE 16:9 scene: a candle-lit hanok room at night, the little boy prince utterly absorbed in reading an open book, fingertips turning a page, cozy warm glow. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S03	sejong_film/anim/sejong_child.png	Using the uploaded reference of young boy prince Chungnyeong (child Sejong), SAME boyish face, child hanbok and small black hat as the strict identity guide. Draw a WIDE 16:9 scene: a village schoolroom (seodang); three royal boys — the two elder distracted, only little Chungnyeong sitting upright neatly copying text, the teacher smiling warmly. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S04	sejong_film/anim/sejong_child.png	Using the uploaded reference of young boy prince Chungnyeong (child Sejong), SAME boyish face, child hanbok and small black hat as the strict identity guide. Draw a WIDE 16:9 scene: the little prince with slightly red tired eyes; gentle adults softly gathering his books away; the boy reaching toward a bundle of books being carried off, wistful. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S05	sejong_film/anim/sejong_child.png	Using the uploaded reference of young boy prince Chungnyeong (child Sejong), SAME boyish face, child hanbok and small black hat as the strict identity guide. Draw a WIDE 16:9 scene: the little prince in a corner behind a folding paper screen, joyfully discovering ONE last book, eyes shining bright with delight. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S06	sejong_film/anim/sejong_child.png	Using the uploaded reference of young boy prince Chungnyeong (child Sejong), SAME boyish face, child hanbok and small black hat as the strict identity guide. Draw a WIDE 16:9 scene: a pondside pavilion in spring; the young boy prince speaking earnestly and politely, spring breeze in his sleeves, soft water reflections. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S07	sejong_film/anim/sejong_youth.png	Using the uploaded reference of the young man Chungnyeong (youth Sejong), SAME young adult face, scholar's hat and hanbok as the strict identity guide. Draw a WIDE 16:9 scene: a quiet amber-lit study; the young man Chungnyeong deeply reading classics, surrounded by tall piles of books, content. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S08	sejong_film/anim/sejong_youth.png	Using the uploaded reference of the young man Chungnyeong (youth Sejong), SAME young adult face, scholar's hat and hanbok as the strict identity guide. Draw a WIDE 16:9 scene: a curious young man among many things — a gayageum (Korean zither), an astronomy star chart, healing herbs, counting rods — exploring each with bright curiosity. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S09	sejong_film/anim/sejong_youth.png	Using the uploaded reference of the young man Chungnyeong (youth Sejong), SAME young adult face, scholar's hat and hanbok as the strict identity guide. Draw a WIDE 16:9 scene: an autumn lakeside; the young man calmly watching a distant royal procession far away, maple leaves drifting, serene and detached. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S10	sejong_film/anim/sejong_youth.png	Using the uploaded reference of the young man Chungnyeong (youth Sejong), SAME young adult face, scholar's hat and hanbok as the strict identity guide. Draw a WIDE 16:9 scene: a kind young prince warmly and humbly greeting palace people, gently bowing to an elderly servant, warm light. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S11	sejong_film/anim/sejong_youth.png	Using the uploaded reference of the young man Chungnyeong (youth Sejong), SAME young adult face, scholar's hat and hanbok as the strict identity guide. Draw a WIDE 16:9 scene: a palace audience room; an older father king (King Taejong) talking with the young Chungnyeong, the father smiling with quiet pride at his son's wisdom (two figures). warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S12	sejong_film/anim/sejong_youth.png	Using the uploaded reference of the young man Chungnyeong (youth Sejong), SAME young adult face, scholar's hat and hanbok as the strict identity guide. Draw a WIDE 16:9 scene: a temple courtyard; the young man Chungnyeong standing beside his kind bride Queen Soheon, oriental-painting composition, serene (two figures). warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S13	sejong_film/anim/sejong_youth.png	Using the uploaded reference of the young man Chungnyeong (youth Sejong), SAME young adult face, scholar's hat and hanbok as the strict identity guide. Draw a WIDE 16:9 scene: a home wooden veranda; the young father with his wife and three happy laughing children, warm soft-focus family scene. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S14	sejong_film/anim/sejong_youth.png	Using the uploaded reference of the young man Chungnyeong (youth Sejong), SAME young adult face, scholar's hat and hanbok as the strict identity guide. Draw a WIDE 16:9 scene: a back garden at night; the young man gazing up at the bright North Star in a star-filled sky, bamboo silhouettes, contemplative. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S15	sejong_film/real/sejong_youngking.png	Using the uploaded reference of the YOUNG King Sejong, SAME young face, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: the grand throne hall (Geunjeongjeon) enthronement; a 22-year-old young King Sejong upon the throne with the sun-moon-five-peaks folding screen behind, officials bowing low, an aerial sweep descending to the throne, majestic. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S16	sejong_film/real/sejong_youngking.png	Using the uploaded reference of the YOUNG King Sejong, SAME young face, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: close on the newly enthroned young king; his hands tremble slightly but his eyes are firm and determined, candlelight. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S17	sejong_film/real/sejong_youngking.png	Using the uploaded reference of the YOUNG King Sejong, SAME young face, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: the Jiphyeonjeon study hall; the young king gathering talented young scholars among bookshelves, warm amber light, lively. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S18	sejong_film/real/sejong_youngking.png	Using the uploaded reference of the YOUNG King Sejong, SAME young face, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: deep night in the royal office; the diligent young king reading mountains of books and reports by candlelight, a cold untouched meal beside him. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S19	sejong_film/real/sejong_youngking.png	Using the uploaded reference of the YOUNG King Sejong, SAME young face, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: golden countryside fields; the young king touring the fields and market, looking closely at the people's lives and talking with a farmer, an aerial sweep over the fields then down. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
